"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DPZ","Domino&#39;s Pizza Inc","119.93","6014956987.14","n/a","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"DPS","Dr Pepper Snapple Group, Inc","92.98","17276801247.68","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"EPC","Energizer Holdings, Inc.","78.4","4653708673.6","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"ENS","Enersys","57.87","2513572801.92","n/a","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EL","Estee Lauder Companies, Inc. (The)","93.28","34380784018.24","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"FLO","Flowers Foods, Inc.","19.16","4067607301.12","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/flo",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","89.12","159445762591.2","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fmx",
"FDP","Fresh Del Monte Produce, Inc.","47.61","2446549353","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"GIS","General Mills, Inc.","62.08","36900447479.04","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gis",
"GIL","Gildan Activewear, Inc.","30.89","7282594027.28","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/gil",
"GNC","GNC Holdings, Inc.","25.95","1774128087.45","n/a","2011","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/gnc",
"GES","Guess?, Inc.","16.81","1412246645.33","n/a","1996","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ges",
"HOG","Harley-Davidson, Inc.","46.22","8505682921.72","n/a","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog",
"HAR","Harman International Industries, Incorporated","72.77","5134265155.15","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/har",
"HSY","Hershey Company (The)","91.9","19608967947.7","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HRL","Hormel Foods Corporation","38.19","20237549630.52","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"IBA","Industrias Bachoco, S.A. de C.V.","47.5","2375000000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"INGR","Ingredion Incorporated","116.76","8405202120","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"SJM","J.M. Smucker Company (The)","128.38","15365069535.34","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"KATE","Kate Spade & Company","24.11","3088664013.36","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate",
"K","Kellogg Company","75.05","26286788975.75","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"KN","Knowles Corporation","13.23","1170366680.7","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KKD","Krispy Kreme Doughnuts, Inc.","16.82","1062763710.5","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/kkd",
"LUK","Leucadia National Corporation","16.58","6005993184.48","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"MKC","McCormick & Company, Incorporated","94.8","12032735532","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc.v",
"MJN","Mead Johnson Nutrition Company","84.92","15851500256.24","n/a","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MED","MEDIFAST INC","32.23","381433154.52","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"KORS","Michael Kors Holdings Limited","50.18","9003845873.88","n/a","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"TAP","Molson Coors Brewing  Company","98.47","16028348394.75","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"MOV","Movado Group Inc.","27.66","634582607.34","n/a","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MYE","Myers Industries, Inc.","13.84","409922600.4","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"NLS","Nautilus Group, Inc. (The)","16.8","520890165.6","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NWL","Newell Brands Inc.","46.91","12534352000","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl",
"NKE","Nike, Inc.","58.19","98033959738.11","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/nke",
"NOMD","Nomad Foods Limited","8.02","1431128098","n/a","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/nomd",
"OME","Omega Protein Corporation","19.29","429257978.04","n/a","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome",
"OXM","Oxford Industries, Inc.","62.75","1041728374.75","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PEP","Pepsico, Inc.","104.21","150522699113.14","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/pep",
"PFGC","Performance Food Group Company","27.43","2814153502.29","n/a","2015","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/pfgc",
"PSG","Performance Sports Group Ltd","3.5","159483380","n/a","2014","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/psg",
"PM","Philip Morris International Inc","99.18","153854395852.68","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/pm",
"PF","Pinnacle Foods, Inc.","42.21","4931300509.38","n/a","2013","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/pf",
"POST","Post Holdings, Inc.","70.87","4542432564.47","n/a","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/post",
"PVH","PVH Corp.","91.5","7436798194.5","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"RL","Ralph Lauren Corporation","91","7645340794","n/a","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"REV","Revlon, Inc.","36.18","1898128851.12","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"RAI","Reynolds American Inc","49.56","70739031903.96","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"SKX","Skechers U.S.A., Inc.","31.54","4930593761.96","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SNE","Sony Corp Ord","23.98","30247539366.44","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"SYY","Sysco Corporation","48.87","27539026431.3","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"TEL","TE Connectivity Ltd.","59.39","21238825999.22","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"THO","Thor Industries, Inc.","63.27","3320575051.05","n/a","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/tho",
"TR","Tootsie Roll Industries, Inc.","35.01","2189240733.69","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tr",
"THS","Treehouse Foods, Inc.","90.39","5097566376.33","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ths",
"TUMI","Tumi Holdings, Inc.","26.67","1803903993.15","n/a","2012","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tumi",
"TUP","Tupperware Brands Corporation","56.68","2862487651.4","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/tup",
"TSN","Tyson Foods, Inc.","66.38","24102866952.14","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsn",
"TSNU","Tyson Foods, Inc.","73.44","0","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsnu",
"UA","Under Armour, Inc.","39.75","31620563412","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ua",
"UA.C","Under Armour, Inc.","n/a","0","n/a","2016","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ua.c",
"UFI","Unifi, Inc.","25.2","449565883.2","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/ufi",
"VFC","V.F. Corporation","63.84","27098483616.96","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vfc",
"VGR","Vector Group Ltd.","20.82","2577356289.78","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/vgr",
"VCO","Vina Concha Y Toro","34.7","1296055375.3","n/a","1994","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/vco",
"VSI","Vitamin Shoppe, Inc","28.4","732363892.4","n/a","2009","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/vsi",
"WCC","WESCO International, Inc.","56.55","2386323535.05","n/a","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc",
"WWAV","Whitewave Foods Company (The)","40.73","7182486802.62","n/a","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/wwav",
"WGO","Winnebago Industries, Inc.","20.39","548320906.62","n/a","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"WWW","Wolverine World Wide, Inc.","18.94","1892008875.68","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/www",
